debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number
2411642806303564,Kayun Andriani,perempuan,"Riau, 10-08-1981",42,"Jalan Kiaracondong No. 468
Bogor, JB 19520",19520,19,13,Belum menikah,Pegawai Swasta,Perum Hutasoit Usamah (Persero) Tbk,+62 (0130) 256-8216
3447231059580092,Vinsen Mulyani,perempuan,"Jawa Timur, 15-05-1987",36,"Jl. Kutisari Selatan No. 03
Salatiga, KS 27374",27374,5,7,Belum menikah,Profesional,PT Dongoran (Persero) Tbk,+62-040-381-4829
5609236087833353,"Calista Maheswara, S.E.I",laki-laki,"Sulawesi Tenggara, 19-08-1968",55,"Jl. Siliwangi No. 596
Magelang, Lampung 04574",04574,9,1,Cerai hidup,Profesional,Perum Latupono (Persero) Tbk,+62 (81) 248-4366
7511532212420495,H. Galar Wasita,laki-laki,"Kalimantan Timur, 15-04-1966",57,"Jl. Cihampelas No. 3
Bau-Bau, Gorontalo 53479",53479,14,1,Belum menikah,Pengusaha,Perum Widodo Hidayanto,+62 (007) 510-0093
5979637341681015,Danuja Napitupulu,perempuan,"Kalimantan Barat, 14-05-1976",47,"Jalan Dipatiukur No. 38
Pekalongan, Jawa Timur 95443",95443,3,18,Belum menikah,Profesional,CV Saefullah Tbk,+62-77-268-1373
5068498329176386,"Prakosa Agustina, M.Ak",laki-laki,"Kalimantan Selatan, 02-02-1999",24,"Jl. Kendalsari No. 8
Kota Administrasi Jakarta Utara, SG 77163",77163,16,7,Belum menikah,Pengusaha,UD Wastuti Tbk,+62 (235) 591 1962
4360767052397335,Puti Raisa Mustofa,perempuan,"Maluku, 22-01-1995",28,"Jalan Peta No. 22
Depok, AC 10363",10363,14,20,Cerai hidup,Pegawai Swasta,Perum Nurdiyanti Tbk,+62 (571) 050-4797
7861542148881373,Ajeng Rajata,perempuan,"Sulawesi Tengah, 22-02-1962",61,"Jalan Tebet Barat Dalam No. 40
Tomohon, SR 10049",10049,14,9,Cerai mati,Pengusaha,PT Prastuti Nurdiyanti (Persero) Tbk,+62 (0369) 113-4203
3279856173886966,Galak Puspita,perempuan,"Bengkulu, 25-05-1968",55,"Jalan Ir. H. Djuanda No. 292
Sawahlunto, Bali 61265",61265,9,5,Cerai mati,Pegawai Negeri,PT Uyainah Aryani,+62 (588) 715 7974
6902296705321633,KH. Irwan Sitompul,perempuan,"Sumatera Utara, 25-06-1964",59,"Gang Kutai No. 80
Banda Aceh, JI 23908",23908,17,13,Cerai mati,Buruh,PD Santoso Firmansyah,+62-958-340-1544
5181809764023391,dr. Kamaria Aryani,laki-laki,"Sumatera Barat, 17-08-1975",48,"Jalan Cempaka No. 73
Serang, Jawa Tengah 11127",11127,20,5,Cerai hidup,Pegawai Negeri,PT Melani,+62 (0812) 182-6526
5929878965686755,Muhammad Rahimah,perempuan,"Jambi, 01-04-1990",33,"Jalan S. Parman No. 22
Mataram, KB 92363",92363,18,15,Cerai hidup,Profesional,Perum Sihombing Wahyudin (Persero) Tbk,+62-082-174-6941
9362974275448320,Kuncara Fujiati,laki-laki,"Maluku Utara, 24-08-1987",36,"Gang Erlangga No. 1
Solok, Gorontalo 39466",39466,17,4,Cerai hidup,Pegawai Swasta,PT Susanti Ardianto,+62 (083) 675-4736
7003415222799093,"KH. Marwata Sihombing, M.Farm",perempuan,"Kepulauan Riau, 03-01-1982",41,"Jalan Sukajadi No. 4
Probolinggo, JK 67546",67546,16,12,Cerai mati,Pegawai Swasta,CV Anggriawan Nasyiah,+62 (980) 737 7156
7988680215796856,"Cut Ana Mardhiyah, S.Gz",perempuan,"Jawa Barat, 26-10-1998",25,"Jl. Cempaka No. 84
Batu, Kalimantan Timur 58556",58556,6,14,Cerai hidup,Pegawai Swasta,UD Namaga (Persero) Tbk,+62 (16) 865 5754
7117016811444187,"Emil Astuti, S.Kom",perempuan,"Kalimantan Tengah, 16-01-1982",41,"Gang Kapten Muslihat No. 79
Pematangsiantar, LA 08935",08935,8,1,Menikah,Buruh,PT Usamah,+62 (065) 579-9425
9352561635419074,Wira Salahudin,laki-laki,"Sulawesi Utara, 21-01-1976",47,"Gg. Rungkut Industri No. 055
Padangpanjang, Gorontalo 98131",98131,6,18,Belum menikah,Profesional,CV Permata,+62-957-273-6448
9905825855473035,Vivi Ardianto,laki-laki,"Sulawesi Utara, 26-12-1996",27,"Gg. Gegerkalong Hilir No. 5
Bekasi, JT 87287",87287,9,7,Belum menikah,Pengusaha,PT Farida Susanti,+62-0998-946-0932
6794047979577362,Lukman Melani,laki-laki,"Kalimantan Selatan, 18-08-1973",50,"Gang Gegerkalong Hilir No. 9
Makassar, Jambi 51666",51666,15,6,Belum menikah,Pegawai Negeri,UD Sihotang,+62 (008) 889 9952
1447119105121727,Intan Fujiati,laki-laki,"Gorontalo, 20-08-1965",58,"Jl. Pelajar Pejuang No. 96
Palangkaraya, Nusa Tenggara Timur 48131",48131,5,9,Cerai hidup,Pengusaha,PD Saefullah Tbk,+62-044-858-7349
8888181692479613,Dr. Garda Pranowo,perempuan,"Kalimantan Timur, 21-08-1999",24,"Gang Kutai No. 835
Padang Sidempuan, Nusa Tenggara Barat 86875",86875,20,20,Cerai mati,Pengusaha,CV Palastri Halimah (Persero) Tbk,+62 (0708) 763-4036
5064290547812419,"Ir. Tari Damanik, M.Farm",perempuan,"Jambi, 05-12-1961",62,"Gang Monginsidi No. 9
Pekanbaru, LA 26485",26485,3,3,Cerai hidup,Profesional,CV Tarihoran Tbk,+62-86-124-0790
1047173406785563,"Cut Rahayu Puspita, S.E.I",perempuan,"Gorontalo, 23-08-1969",54,"Gang Surapati No. 80
Sorong, SN 54500",54500,17,20,Cerai hidup,Pegawai Swasta,UD Nasyidah Hakim (Persero) Tbk,+62 (052) 322 8235
2732576411072153,Hadi Oktaviani,laki-laki,"Kalimantan Barat, 17-09-1996",27,"Gg. H.J Maemunah No. 12
Solok, Jawa Tengah 71235",71235,20,12,Cerai hidup,Pengusaha,UD Novitasari (Persero) Tbk,+62 (719) 474 2372
3658417145503795,Vino Suartini,perempuan,"DI Yogyakarta, 06-09-1993",30,"Jl. Suryakencana No. 797
Jambi, LA 41154",41154,20,3,Menikah,Pengusaha,PD Sinaga Situmorang (Persero) Tbk,+62 (0596) 974-2365
6203785011007299,"Ir. Hendri Nainggolan, S.E.I",laki-laki,"Jambi, 31-05-1986",37,"Jalan Suniaraja No. 1
Batu, Kepulauan Riau 80948",80948,13,18,Cerai hidup,Pegawai Swasta,PD Palastri Palastri,+62-0678-701-0051
3683569841459723,T. Labuh Habibi,perempuan,"Nusa Tenggara Timur, 10-10-1971",52,"Jalan Cikutra Barat No. 25
Tegal, NB 54266",54266,4,7,Menikah,Buruh,CV Purnawati Waskita,+62 (0537) 647 8322
9960993528240467,"Eka Andriani, M.Kom.",perempuan,"Sulawesi Utara, 12-07-1980",43,"Jalan Ahmad Dahlan No. 4
Surabaya, MU 88341",88341,9,18,Belum menikah,Profesional,PD Pangestu Wijaya,+62-007-111-9353
2505284530937433,"Winda Susanti, S.Sos",laki-laki,"Kepulauan Bangka Belitung, 05-11-1977",46,"Jalan Bangka Raya No. 38
Kota Administrasi Jakarta Utara, DI Yogyakarta 67490",67490,1,15,Menikah,Pegawai Negeri,PD Laksmiwati Nainggolan Tbk,+62-0184-752-7697
1878746234772959,R. Ratih Widiastuti,laki-laki,"DI Yogyakarta, 11-04-1990",33,"Gang PHH. Mustofa No. 763
Cirebon, Papua Barat 96195",96195,19,19,Cerai mati,Buruh,UD Hasanah (Persero) Tbk,+62 (92) 098-9435
6435415965814369,"Dasa Agustina, S.Pd",perempuan,"Nusa Tenggara Barat, 19-04-2000",23,"Gg. Sukabumi No. 9
Kotamobagu, SS 89753",89753,17,13,Belum menikah,Pengusaha,UD Yuniar,+62-99-417-0187
4920822607473653,Betania Riyanti,laki-laki,"Jambi, 19-10-1975",48,"Jl. Peta No. 53
Sorong, RI 08608",08608,7,7,Cerai mati,Pegawai Swasta,Perum Hasanah Tbk,+62 (511) 699 9484
6625715845801145,Heru Siregar,perempuan,"Riau, 16-05-1965",58,"Jalan Rajawali Timur No. 29
Tidore Kepulauan, Bali 52902",52902,19,4,Menikah,Pengusaha,Perum Novitasari,+62 (13) 802-0716
3574706576718401,Faizah Samosir,perempuan,"Nusa Tenggara Timur, 23-04-1999",24,"Gang Moch. Ramdan No. 2
Tasikmalaya, Sulawesi Tenggara 77178",77178,19,10,Cerai hidup,Buruh,PD Salahudin,+62 (88) 323-5269
2673532985494264,"Rini Kusmawati, S.Pt",laki-laki,"Kalimantan Barat, 21-06-1990",33,"Gg. PHH. Mustofa No. 6
Kediri, Sumatera Selatan 76910",76910,13,3,Cerai mati,Profesional,CV Siregar Adriansyah,+62 (075) 606-6449
4378672026697910,Hasta Rajata,laki-laki,"Sulawesi Selatan, 25-02-1983",40,"Jl. Rumah Sakit No. 10
Magelang, Papua Barat 00102",00102,14,13,Cerai mati,Pegawai Swasta,CV Wibowo Tbk,+62 (0652) 497 0835
5250714100850668,Gaduh Hardiansyah,laki-laki,"Maluku Utara, 30-09-1964",59,"Gang Lembong No. 2
Pagaralam, Sumatera Utara 87115",87115,16,5,Menikah,Pegawai Swasta,CV Santoso Tbk,+62-0508-902-1210
1799894849898960,Cornelia Maryadi,perempuan,"Lampung, 10-07-1961",62,"Jalan Ahmad Yani No. 3
Bandung, PB 33339",33339,8,10,Belum menikah,Pegawai Swasta,CV Habibi,+62 (309) 509 0944
3288336514989925,"dr. Patricia Mangunsong, M.Kom.",laki-laki,"Jawa Timur, 31-05-1976",47,"Gg. Sentot Alibasa No. 52
Kendari, SB 99709",99709,6,12,Cerai mati,Buruh,Perum Handayani,+62 (0268) 603 3439
6723475361405951,Wasis Irawan,perempuan,"Gorontalo, 15-11-1963",60,"Jl. KH Amin Jasuta No. 888
Manado, Maluku Utara 04818",04818,17,12,Cerai mati,Pengusaha,UD Wahyuni Siregar,+62 (025) 234-1586
3540992401748666,Ir. Darmana Hidayat,laki-laki,"Kalimantan Barat, 28-08-1989",34,"Gg. Rawamangun No. 1
Metro, Sulawesi Selatan 75141",75141,15,13,Cerai mati,Pengusaha,UD Hutapea Tbk,+62-38-345-0570
4525699910665276,Elisa Mansur,laki-laki,"Sulawesi Barat, 15-08-1978",45,"Gg. Kendalsari No. 1
Kota Administrasi Jakarta Pusat, JK 37142",37142,13,13,Cerai hidup,Buruh,CV Palastri Purnawati,+62 (17) 111-0999
1405112736113528,Nasrullah Yuliarti,laki-laki,"Papua, 30-03-1983",40,"Jl. Rajiman No. 4
Bandar Lampung, KT 09693",09693,14,14,Cerai mati,Pegawai Swasta,PD Prasetya Tbk,+62-74-325-2611
5063835646581611,Cindy Wijayanti,perempuan,"DI Yogyakarta, 05-01-1986",37,"Jalan Wonoayu No. 248
Tegal, SN 70591",70591,3,1,Menikah,Profesional,Perum Siregar Wibisono Tbk,+62 (070) 483-8762
6526411909041025,"Yuliana Melani, S.T.",laki-laki,"Nusa Tenggara Barat, 05-10-2000",23,"Gg. Rajawali Barat No. 4
Kediri, Kepulauan Bangka Belitung 54850",54850,19,4,Menikah,Pegawai Swasta,Perum Halimah Sudiati,+62-09-758-4813
9916455000311238,Rama Napitupulu,laki-laki,"Sumatera Barat, 02-09-1974",49,"Gang Jend. Sudirman No. 808
Depok, BE 09975",09975,8,9,Cerai mati,Profesional,PD Anggraini Sihombing,+62 (92) 012-5240
5851818629246167,Wisnu Yuniar,perempuan,"Sumatera Barat, 05-04-1966",57,"Gg. Stasiun Wonokromo No. 8
Pontianak, LA 22790",22790,7,19,Cerai hidup,Pegawai Negeri,PD Pradipta Hastuti,+62 (084) 553 9718
6403514800656193,Cengkal Budiyanto,laki-laki,"Sumatera Barat, 15-05-1986",37,"Jalan Veteran No. 01
Bandar Lampung, KU 60522",60522,13,11,Cerai hidup,Pegawai Swasta,Perum Sitompul (Persero) Tbk,+62 (81) 938 9672
4041691841462238,"Dagel Yuliarti, S.Gz",perempuan,"Sulawesi Barat, 27-11-1965",58,"Jl. Jamika No. 5
Pontianak, Kalimantan Selatan 90624",90624,18,4,Menikah,Pegawai Swasta,UD Usada,+62 (036) 888 2011
5256691653431483,Mila Kusmawati,laki-laki,"Sumatera Selatan, 03-04-1971",52,"Jl. Cihampelas No. 72
Tebingtinggi, Kalimantan Selatan 26432",26432,9,7,Menikah,Buruh,PT Najmudin,+62 (033) 772-6741
3983589875593880,Danuja Wijaya,laki-laki,"Kepulauan Riau, 01-09-1993",30,"Jl. Setiabudhi No. 3
Kota Administrasi Jakarta Barat, KR 72956",72956,17,5,Cerai hidup,Profesional,Perum Prakasa Simbolon,+62 (0331) 446 9280
5805265574107859,Edison Melani,perempuan,"Jambi, 26-08-1977",46,"Gg. Monginsidi No. 26
Ternate, Nusa Tenggara Barat 07561",07561,20,9,Belum menikah,Pengusaha,CV Wijayanti (Persero) Tbk,+62-0517-481-2776
5151090857669254,"Edward Namaga, S.Ked",laki-laki,"Banten, 23-12-1988",35,"Gang Ciwastra No. 27
Kotamobagu, Kalimantan Timur 38713",38713,7,1,Menikah,Pegawai Swasta,UD Adriansyah Farida,+62 (0643) 357 1515
7672556605771686,Kiandra Maryati,laki-laki,"Lampung, 29-08-1997",26,"Gang Kutai No. 23
Surakarta, Jawa Tengah 73222",73222,3,11,Belum menikah,Buruh,Perum Napitupulu Haryanto,+62 (40) 896-4871
6021584358107807,"R. Karman Anggraini, S.T.",perempuan,"Nusa Tenggara Barat, 30-04-1995",28,"Gg. Kapten Muslihat No. 0
Parepare, MU 82523",82523,5,4,Cerai hidup,Pegawai Negeri,CV Zulkarnain,+62 (062) 296 9376
5502282849404304,"Okta Sudiati, M.Kom.",laki-laki,"Sulawesi Tenggara, 13-02-1987",36,"Jl. Rajawali Timur No. 1
Solok, BE 56485",56485,1,1,Belum menikah,Pengusaha,PT Hartati (Persero) Tbk,+62-003-988-1559
4826717025895039,Yahya Laksmiwati,laki-laki,"Kepulauan Bangka Belitung, 26-06-1995",28,"Jalan Joyoboyo No. 243
Sibolga, DKI Jakarta 96311",96311,14,11,Menikah,Pegawai Swasta,CV Yulianti Firmansyah,+62 (0380) 904-1134
5224707034196289,Dt. Ganep Rahmawati,laki-laki,"Kepulauan Bangka Belitung, 25-06-1984",39,"Jalan Abdul Muis No. 97
Magelang, JI 38883",38883,4,17,Cerai mati,Buruh,PD Zulkarnain Pudjiastuti,+62 (64) 497 0940
9308283501529073,Irfan Astuti,perempuan,"Kalimantan Timur, 16-03-1962",61,"Gg. Sentot Alibasa No. 23
Pematangsiantar, Kepulauan Riau 44921",44921,14,19,Belum menikah,Pegawai Swasta,PD Widiastuti,+62 (010) 174-2802
6944657391590776,Wage Hartati,laki-laki,"Nusa Tenggara Timur, 30-09-1989",34,"Gang Stasiun Wonokromo No. 552
Pekanbaru, Gorontalo 56422",56422,17,16,Menikah,Profesional,UD Fujiati Pangestu (Persero) Tbk,+62-020-522-1840
4156845407053733,Hesti Hakim,perempuan,"Kalimantan Barat, 08-07-1983",40,"Gang Surapati No. 823
Pekalongan, SR 76467",76467,8,19,Belum menikah,Profesional,UD Wulandari Anggriawan (Persero) Tbk,+62 (60) 058-1418
6423662130952130,Wani Puspita,perempuan,"Sumatera Selatan, 12-04-1966",57,"Jalan Pasteur No. 0
Gorontalo, Jawa Barat 90778",90778,3,15,Menikah,Pegawai Swasta,Perum Dongoran,+62 (343) 804 5879
3162779632945154,Darsirah Utami,perempuan,"Bali, 05-05-1981",42,"Gang Sukabumi No. 08
Tegal, MA 72764",72764,6,5,Cerai mati,Pengusaha,UD Wasita,+62 (066) 115-1993
3636801372378645,Dalimin Wibowo,laki-laki,"Banten, 22-05-1989",34,"Jalan Jend. A. Yani No. 46
Banjarmasin, KR 05383",05383,12,1,Belum menikah,Pegawai Negeri,PD Januar Situmorang Tbk,+62 (582) 244 2032
9212472850026388,"Nabila Wahyuni, S.Sos",perempuan,"Sulawesi Barat, 25-07-1976",47,"Gang Laswi No. 757
Jayapura, MA 80651",80651,7,19,Menikah,Profesional,Perum Lazuardi Salahudin,+62 (042) 757-9341
5793310574030438,Ami Marbun,perempuan,"Kalimantan Timur, 19-09-1978",45,"Jalan Kebonjati No. 9
Banjarmasin, Sumatera Utara 93699",93699,1,3,Menikah,Pengusaha,CV Tarihoran (Persero) Tbk,+62-0679-374-4772
1880027260024560,"H. Slamet Wulandari, S.I.Kom",laki-laki,"Aceh, 15-04-1981",42,"Jl. Suryakencana No. 12
Cilegon, Aceh 80296",80296,14,12,Cerai hidup,Pegawai Negeri,PD Padmasari Maryati Tbk,+62 (0829) 236-0605
1948682477890356,"Rusman Mangunsong, M.M.",laki-laki,"Banten, 13-01-1976",47,"Gg. Suniaraja No. 1
Mataram, JT 04426",04426,6,9,Cerai mati,Pegawai Swasta,PD Prastuti Sudiati (Persero) Tbk,+62 (34) 660-0944
7913967799296647,Dr. Uchita Pradipta,laki-laki,"Maluku Utara, 21-08-1982",41,"Gang Rungkut Industri No. 29
Tarakan, Kepulauan Bangka Belitung 05332",05332,9,14,Cerai mati,Buruh,CV Waluyo Riyanti Tbk,+62 (0399) 124 0706
7794116758139050,Maimunah Siregar,laki-laki,"Kalimantan Selatan, 02-05-1971",52,"Jalan W.R. Supratman No. 70
Parepare, Sumatera Selatan 73507",73507,15,4,Cerai mati,Pegawai Negeri,CV Halim Yulianti (Persero) Tbk,+62 (0915) 200-5475
3290225145283623,Gatot Rajata,laki-laki,"Papua, 28-08-1999",24,"Gang Gardujati No. 437
Tidore Kepulauan, AC 97696",97696,3,19,Cerai mati,Buruh,PT Lailasari,+62-047-573-3125
5696723370812521,"Dr. Almira Setiawan, M.Pd",perempuan,"Kepulauan Bangka Belitung, 14-09-1960",63,"Gang Kutai No. 55
Kota Administrasi Jakarta Timur, JI 59182",59182,13,20,Belum menikah,Pegawai Swasta,PD Putra Tbk,+62 (17) 795-1030
1792816603956062,"Ir. Unjani Dabukke, M.Pd",perempuan,"Sulawesi Barat, 23-11-1963",60,"Gg. Indragiri No. 9
Bekasi, SU 57508",57508,12,11,Cerai mati,Pegawai Swasta,UD Laksita Saragih Tbk,+62 (0527) 318-0630
6352395485006704,Hesti Sihombing,laki-laki,"Sumatera Selatan, 08-07-1975",48,"Gang Raya Setiabudhi No. 65
Depok, Maluku 69767",69767,15,18,Cerai hidup,Pegawai Swasta,Perum Prasetya Zulaika,+62 (0459) 893 8836
1983263674650272,R. Ridwan Napitupulu,laki-laki,"Sulawesi Tenggara, 24-08-1987",36,"Jl. W.R. Supratman No. 142
Palopo, Kalimantan Tengah 18060",18060,2,12,Menikah,Buruh,PD Zulaika,+62 (001) 902-8636
6974859848693090,"Luis Tamba, S.Sos",perempuan,"Bali, 04-10-1964",59,"Gg. S. Parman No. 891
Parepare, KU 88304",88304,4,11,Belum menikah,Pegawai Negeri,CV Saputra,+62 (064) 238-9496
5767045173256185,Aurora Nurdiyanti,laki-laki,"DKI Jakarta, 14-01-1986",37,"Gg. Siliwangi No. 0
Metro, Maluku 33396",33396,19,11,Menikah,Pegawai Negeri,UD Hutapea Rahimah,+62 (023) 925-0991
6763693146594847,Kairav Kuswoyo,laki-laki,"Sulawesi Tengah, 22-01-1961",62,"Jalan Tebet Barat Dalam No. 2
Medan, Jawa Barat 38285",38285,7,18,Belum menikah,Pegawai Negeri,PD Najmudin,+62 (0349) 761-5787
1050661330658255,"Zulfa Hardiansyah, S.H.",perempuan,"DI Yogyakarta, 12-07-1982",41,"Jl. Rajawali Barat No. 851
Sibolga, DKI Jakarta 87178",87178,4,8,Cerai hidup,Pengusaha,UD Mansur Saputra Tbk,+62-49-753-5730
7763153323257551,Indah Sudiati,perempuan,"Jawa Barat, 16-10-1999",24,"Gg. Asia Afrika No. 771
Palopo, SN 32614",32614,7,15,Cerai hidup,Pegawai Negeri,PD Agustina,+62 (029) 484-5554
1238636537650658,Gadang Prabowo,laki-laki,"Jawa Barat, 08-09-1985",38,"Jl. Waringin No. 1
Sungai Penuh, Kalimantan Tengah 95114",95114,20,10,Belum menikah,Pegawai Negeri,Perum Putra,+62 (91) 769 4354
8772449766232723,T. Rusman Fujiati,laki-laki,"Gorontalo, 24-07-1980",43,"Jalan Jend. A. Yani No. 53
Pariaman, Sulawesi Tenggara 61687",61687,18,14,Menikah,Pegawai Swasta,Perum Saefullah Rahmawati (Persero) Tbk,+62-001-552-1624
4155278082742391,dr. Ani Wibisono,perempuan,"Sumatera Selatan, 12-02-1961",62,"Gg. Jamika No. 4
Parepare, Kalimantan Selatan 48316",48316,1,7,Menikah,Pegawai Swasta,UD Pranowo,+62 (741) 281-0145
2826334208359137,Vicky Saefullah,laki-laki,"Maluku, 18-05-1964",59,"Jl. Kutisari Selatan No. 22
Bandung, LA 07310",07310,18,20,Cerai hidup,Pengusaha,Perum Saptono,+62 (0533) 057 6877
8232266271903357,"Widya Usada, S.Pt",perempuan,"Papua Barat, 08-02-1986",37,"Jalan Wonoayu No. 3
Pekanbaru, JA 57916",57916,7,4,Belum menikah,Buruh,PT Mardhiyah Rahimah,+62 (64) 556 6891
3850669199985782,"drg. Kunthara Wibowo, S.E.I",laki-laki,"Kalimantan Utara, 17-01-1991",32,"Jalan Rajawali Barat No. 57
Palembang, JB 60038",60038,11,12,Cerai hidup,Pengusaha,UD Hidayat Tbk,+62 (072) 918-7452
5517614237563516,Kacung Anggriawan,perempuan,"Nusa Tenggara Timur, 29-08-1983",40,"Jl. BKR No. 82
Banjarmasin, LA 94867",94867,5,6,Cerai hidup,Profesional,PT Saputra Tbk,+62 (0133) 607-4136
8821347214007882,"dr. Rika Wahyudin, S.Farm",perempuan,"Sulawesi Tengah, 12-04-1985",38,"Jl. Antapani Lama No. 92
Probolinggo, Jawa Timur 17090",17090,2,2,Menikah,Profesional,CV Pertiwi Simanjuntak (Persero) Tbk,+62 (33) 521 3858
2237201739341260,Ian Simanjuntak,perempuan,"Kalimantan Timur, 03-06-1983",40,"Gg. Lembong No. 9
Tanjungpinang, DKI Jakarta 96655",96655,15,3,Belum menikah,Profesional,CV Yolanda,+62 (062) 872-1361
4010477531741044,Gading Suryatmi,perempuan,"Sumatera Utara, 09-10-1991",32,"Jl. Tubagus Ismail No. 61
Padang, PA 75460",75460,11,19,Cerai mati,Pegawai Negeri,UD Widodo (Persero) Tbk,+62 (0442) 744-7651
1745233271577858,Dartono Pudjiastuti,laki-laki,"Sulawesi Barat, 02-09-1963",60,"Gang Kapten Muslihat No. 32
Pekanbaru, BB 71868",71868,3,4,Cerai mati,Pegawai Negeri,CV Utami Sirait Tbk,+62 (095) 081 9855
3017813373061344,"Agus Mansur, S.E.I",laki-laki,"Lampung, 26-03-1985",38,"Jl. Cikutra Timur No. 32
Tual, YO 70723",70723,1,13,Cerai hidup,Buruh,UD Maulana Laksita,+62-096-604-5271
8258209233318741,"Prayitna Prakasa, S.T.",perempuan,"Jawa Timur, 24-11-1968",55,"Gang Sentot Alibasa No. 056
Cilegon, Nusa Tenggara Timur 28788",28788,20,19,Cerai hidup,Pegawai Negeri,Perum Yolanda,+62-908-686-5482
4938198679506397,Edison Kusumo,laki-laki,"Papua, 19-08-1976",47,"Jl. Cihampelas No. 74
Banjarmasin, Sulawesi Utara 82203",82203,13,19,Belum menikah,Buruh,PT Maheswara Prasetya,+62-0387-328-6724
6369353302265771,"Tgk. Alika Hariyah, M.TI.",laki-laki,"DKI Jakarta, 02-01-1960",63,"Jl. Astana Anyar No. 640
Padangpanjang, LA 69124",69124,19,1,Menikah,Buruh,PD Dabukke Tbk,+62 (024) 697 3096
5827322622378854,Opan Maryadi,perempuan,"Nusa Tenggara Timur, 23-12-1989",34,"Gg. Dipatiukur No. 561
Meulaboh, KR 04051",04051,16,9,Cerai hidup,Buruh,PT Yuliarti Widodo,+62 (61) 680 7941
7972147617434028,"Siti Anggriawan, M.Farm",laki-laki,"Maluku Utara, 19-04-1975",48,"Jl. Raya Setiabudhi No. 07
Bandung, Bali 85009",85009,17,8,Cerai mati,Pengusaha,PD Mustofa Padmasari,+62-0439-248-0540
1660216774862720,Sutan Hardi Wasita,perempuan,"Kepulauan Riau, 01-03-1960",63,"Gang Dipatiukur No. 3
Kotamobagu, SB 51910",51910,17,12,Belum menikah,Pengusaha,PT Suryono Hariyah (Persero) Tbk,+62 (178) 442 1224
7799827812592893,Nugraha Saefullah,perempuan,"Gorontalo, 18-04-1972",51,"Gg. Suryakencana No. 57
Tidore Kepulauan, KB 51608",51608,13,3,Cerai mati,Buruh,Perum Hidayat Zulaika,+62-58-921-1345
5911635105185550,Malik Zulkarnain,perempuan,"Gorontalo, 11-01-1981",42,"Gg. Tubagus Ismail No. 0
Banda Aceh, JT 61728",61728,4,19,Belum menikah,Buruh,CV Maheswara Mulyani,+62-373-839-0305
6288911565411717,"Prakosa Suartini, M.Ak",laki-laki,"Nusa Tenggara Timur, 21-04-1998",25,"Gg. Pasirkoja No. 74
Depok, Gorontalo 66896",66896,1,1,Cerai hidup,Profesional,UD Januar Haryanti,+62-0255-001-7647
2499389374610822,Olga Setiawan,perempuan,"Sulawesi Barat, 13-07-1972",51,"Jl. Ir. H. Djuanda No. 80
Bandar Lampung, Lampung 56358",56358,10,10,Menikah,Pegawai Negeri,UD Hidayanto Permadi (Persero) Tbk,+62-064-123-8028
2300159236994483,Maryadi Prasasta,laki-laki,"Jawa Timur, 15-12-1968",55,"Gg. Tubagus Ismail No. 1
Palangkaraya, Maluku 05893",05893,4,3,Cerai mati,Pengusaha,Perum Mandala Oktaviani,+62 (030) 049-4259
3143669148181710,Putri Susanti,perempuan,"Lampung, 05-09-1973",50,"Jalan Cikapayang No. 3
Subulussalam, Kalimantan Tengah 59483",59483,11,11,Cerai hidup,Pegawai Negeri,UD Hariyah,+62-68-848-7940
4520771715848344,Unggul Haryanti,laki-laki,"Jawa Barat, 20-04-1968",55,"Jl. Indragiri No. 730
Gorontalo, Papua Barat 88425",88425,1,11,Belum menikah,Profesional,Perum Samosir Maryati,+62-003-276-6351
3727275224363363,Taufan Usada,laki-laki,"Papua Barat, 09-02-1988",35,"Gang Sukajadi No. 5
Bau-Bau, YO 45296",45296,11,9,Cerai mati,Pengusaha,UD Wibowo Lailasari (Persero) Tbk,+62 (43) 169-0011
2773025217269353,"Dr. Yulia Pratiwi, S.Gz",laki-laki,"Sulawesi Utara, 05-08-1996",27,"Jl. Cihampelas No. 524
Pariaman, Kalimantan Timur 52037",52037,12,7,Cerai hidup,Pegawai Negeri,PD Fujiati Waskita (Persero) Tbk,+62 (087) 708-1380
4175007835624989,"R. Latika Yuliarti, M.M.",laki-laki,"Sulawesi Selatan, 31-01-1997",26,"Jl. Stasiun Wonokromo No. 65
Dumai, YO 38277",38277,9,5,Cerai mati,Pegawai Negeri,PD Melani Sihotang Tbk,+62 (80) 976-9137
2249479672884802,Ganep Mayasari,perempuan,"Sumatera Utara, 10-12-1986",37,"Gg. Surapati No. 9
Mojokerto, Jawa Timur 21286",21286,19,16,Belum menikah,Profesional,Perum Iswahyudi Prasetya (Persero) Tbk,+62 (183) 818-7593
2510047795126824,Wulan Lestari,perempuan,"Jawa Tengah, 03-04-1963",60,"Jl. Raya Setiabudhi No. 10
Bengkulu, KI 79765",79765,11,6,Cerai hidup,Pegawai Swasta,PD Zulkarnain Tbk,+62-087-290-3385
5167456610940877,"Ratna Suwarno, S.H.",perempuan,"Sulawesi Utara, 02-04-1984",39,"Jl. Cihampelas No. 19
Metro, Kalimantan Utara 90804",90804,8,18,Cerai hidup,Buruh,PT Uwais Laksmiwati Tbk,+62 (563) 899-6784
